chromatin	start	end	width	strand	name	score	annotation	geneChr	geneStart	geneEnd	geneLength	geneStrand	geneId	transcriptId	distanceToTSS	ENSEMBL	SYMBOL	GENENAME
chr20	6720918	6721014	97	*	chr20.556	11.376592	Distal Intergenic	20	6748745	6760910	12166	1	650	uc002wmu.1	-27731	ENSG00000125845	BMP2	bone morphogenetic protein 2
chr20	6721101	6721197	97	*	chr20.557	11.376592	Distal Intergenic	20	6748745	6760910	12166	1	650	uc002wmu.1	-27548	ENSG00000125845	BMP2	bone morphogenetic protein 2
chr20	6727463	6728217	755	*	chr20.558	26.227701	Distal Intergenic	20	6748745	6760910	12166	1	650	uc002wmu.1	-20528	ENSG00000125845	BMP2	bone morphogenetic protein 2
chr20	6728372	6728432	61	*	chr20.559	11.100457	Distal Intergenic	20	6748745	6760910	12166	1	650	uc002wmu.1	-20313	ENSG00000125845	BMP2	bone morphogenetic protein 2
chr20	6746173	6746418	246	*	chr20.560	17.141539	Distal Intergenic	20	6748745	6760910	12166	1	650	uc002wmu.1	-2327	ENSG00000125845	BMP2	bone morphogenetic protein 2
chr20	6747999	6748800	802	*	chr20.561	79.708885	Promoter	20	6748745	6760910	12166	1	650	uc002wmu.1	0	ENSG00000125845	BMP2	bone morphogenetic protein 2
chr20	6748862	6749152	291	*	chr20.562	12.842084	Promoter	20	6748745	6760910	12166	1	650	uc002wmu.1	117	ENSG00000125845	BMP2	bone morphogenetic protein 2
chr20	6749475	6749934	460	*	chr20.563	26.802982	Promoter	20	6748745	6760910	12166	1	650	uc002wmu.1	730	ENSG00000125845	BMP2	bone morphogenetic protein 2
chr20	6762801	6763070	270	*	chr20.564	12.279555	Distal Intergenic	20	6748745	6760910	12166	1	650	uc002wmu.1	14056	ENSG00000125845	BMP2	bone morphogenetic protein 2
chr20	6809463	6809908	446	*	chr20.565	100.8565	Distal Intergenic	20	6748745	6760910	12166	1	650	uc002wmu.1	60718	ENSG00000125845	BMP2	bone morphogenetic protein 2
chr20	6816334	6816567	234	*	chr20.566	21.23603	Distal Intergenic	20	6748745	6760910	12166	1	650	uc002wmu.1	67589	ENSG00000125845	BMP2	bone morphogenetic protein 2
chr20	6818688	6819392	705	*	chr20.567	82.76949	Distal Intergenic	20	6748745	6760910	12166	1	650	uc002wmu.1	69943	ENSG00000125845	BMP2	bone morphogenetic protein 2
chr20	6819587	6819589	3	*	chr20.568	10.760044	Distal Intergenic	20	6748745	6760910	12166	1	650	uc002wmu.1	70842	ENSG00000125845	BMP2	bone morphogenetic protein 2
chr20	6822417	6822675	259	*	chr20.569	14.423003	Distal Intergenic	20	6748745	6760910	12166	1	650	uc002wmu.1	73672	ENSG00000125845	BMP2	bone morphogenetic protein 2
chr20	6900864	6901105	242	*	chr20.570	18.699606	Distal Intergenic	20	6748745	6760910	12166	1	650	uc002wmu.1	152119	ENSG00000125845	BMP2	bone morphogenetic protein 2
chr20	6910617	6910861	245	*	chr20.571	17.528444	Distal Intergenic	20	6748745	6760910	12166	1	650	uc002wmu.1	161872	ENSG00000125845	BMP2	bone morphogenetic protein 2
chr20	6917621	6917880	260	*	chr20.572	14.10472	Distal Intergenic	20	6748745	6760910	12166	1	650	uc002wmu.1	168876	ENSG00000125845	BMP2	bone morphogenetic protein 2
chr20	6920764	6921012	249	*	chr20.573	20.353128	Distal Intergenic	20	6748745	6760910	12166	1	650	uc002wmu.1	172019	ENSG00000125845	BMP2	bone morphogenetic protein 2
chr20	6921208	6921210	3	*	chr20.574	10.760161	Distal Intergenic	20	6748745	6760910	12166	1	650	uc002wmu.1	172463	ENSG00000125845	BMP2	bone morphogenetic protein 2
chr20	6922494	6922758	265	*	chr20.575	13.142147	Distal Intergenic	20	6748745	6760910	12166	1	650	uc002wmu.1	173749	ENSG00000125845	BMP2	bone morphogenetic protein 2
chr20	6994643	6994689	47	*	chr20.576	10.979816	Distal Intergenic	20	6748745	6760910	12166	1	650	uc002wmu.1	245898	ENSG00000125845	BMP2	bone morphogenetic protein 2
chr20	6994886	6994932	47	*	chr20.577	10.979816	Distal Intergenic	20	6748745	6760910	12166	1	650	uc002wmu.1	246141	ENSG00000125845	BMP2	bone morphogenetic protein 2
chr20	7011908	7012240	333	*	chr20.578	42.22399	Distal Intergenic	20	6748745	6760910	12166	1	650	uc002wmu.1	263163	ENSG00000125845	BMP2	bone morphogenetic protein 2
chr20	7050702	7050953	252	*	chr20.579	16.094961	Distal Intergenic	20	6748745	6760910	12166	1	650	uc002wmu.1	301957	ENSG00000125845	BMP2	bone morphogenetic protein 2
chr20	7075089	7075402	314	*	chr20.580	29.013527	Distal Intergenic	20	6748745	6760910	12166	1	650	uc002wmu.1	326344	ENSG00000125845	BMP2	bone morphogenetic protein 2
chr20	7094468	7095062	595	*	chr20.581	87.439186	Distal Intergenic	20	6748745	6760910	12166	1	650	uc002wmu.1	345723	ENSG00000125845	BMP2	bone morphogenetic protein 2
chr20	7108653	7108889	237	*	chr20.582	20.308191	Distal Intergenic	20	6748745	6760910	12166	1	650	uc002wmu.1	359908	ENSG00000125845	BMP2	bone morphogenetic protein 2
chr20	7114448	7114843	396	*	chr20.583	21.471157	Distal Intergenic	20	6748745	6760910	12166	1	650	uc002wmu.1	365703	ENSG00000125845	BMP2	bone morphogenetic protein 2
chr20	7118543	7118815	273	*	chr20.584	11.909416	Distal Intergenic	20	6748745	6760910	12166	1	650	uc002wmu.1	369798	ENSG00000125845	BMP2	bone morphogenetic protein 2
chr20	7125234	7125263	30	*	chr20.585	10.858286	Distal Intergenic	20	6748745	6760910	12166	1	650	uc002wmu.1	376489	ENSG00000125845	BMP2	bone morphogenetic protein 2
chr20	7125500	7125529	30	*	chr20.586	10.858286	Distal Intergenic	20	6748745	6760910	12166	1	650	uc002wmu.1	376755	ENSG00000125845	BMP2	bone morphogenetic protein 2
chr20	7138682	7138914	233	*	chr20.587	21.242933	Distal Intergenic	20	6748745	6760910	12166	1	650	uc002wmu.1	389937	ENSG00000125845	BMP2	bone morphogenetic protein 2
chr20	7140141	7140373	233	*	chr20.588	21.24187	Distal Intergenic	20	6748745	6760910	12166	1	650	uc002wmu.1	391396	ENSG00000125845	BMP2	bone morphogenetic protein 2
chr20	7147870	7148104	235	*	chr20.589	20.589357	Distal Intergenic	20	6748745	6760910	12166	1	650	uc002wmu.1	399125	ENSG00000125845	BMP2	bone morphogenetic protein 2
chr20	7160114	7160358	245	*	chr20.590	17.419222	Distal Intergenic	20	6748745	6760910	12166	1	650	uc002wmu.1	411369	ENSG00000125845	BMP2	bone morphogenetic protein 2
chr20	7163939	7164181	243	*	chr20.591	18.057737	Distal Intergenic	20	6748745	6760910	12166	1	650	uc002wmu.1	415194	ENSG00000125845	BMP2	bone morphogenetic protein 2
chr20	7168838	7169090	253	*	chr20.592	15.793118	Distal Intergenic	20	6748745	6760910	12166	1	650	uc002wmu.1	420093	ENSG00000125845	BMP2	bone morphogenetic protein 2
chr20	7176336	7176377	42	*	chr20.593	10.94017	Distal Intergenic	20	6748745	6760910	12166	1	650	uc002wmu.1	427591	ENSG00000125845	BMP2	bone morphogenetic protein 2
chr20	7176586	7176629	44	*	chr20.594	10.954486	Distal Intergenic	20	6748745	6760910	12166	1	650	uc002wmu.1	427841	ENSG00000125845	BMP2	bone morphogenetic protein 2
chr20	7176937	7177203	267	*	chr20.595	12.949281	Distal Intergenic	20	6748745	6760910	12166	1	650	uc002wmu.1	428192	ENSG00000125845	BMP2	bone morphogenetic protein 2
chr20	7212005	7212409	405	*	chr20.596	31.640049	Distal Intergenic	20	6748745	6760910	12166	1	650	uc002wmu.1	463260	ENSG00000125845	BMP2	bone morphogenetic protein 2
chr20	7221657	7221927	271	*	chr20.597	12.233589	Distal Intergenic	20	6748745	6760910	12166	1	650	uc002wmu.1	472912	ENSG00000125845	BMP2	bone morphogenetic protein 2
chr20	7250076	7250323	248	*	chr20.598	16.68492	Distal Intergenic	20	6748745	6760910	12166	1	650	uc002wmu.1	501331	ENSG00000125845	BMP2	bone morphogenetic protein 2
chr20	7254925	7255163	239	*	chr20.599	19.110239	Distal Intergenic	20	6748745	6760910	12166	1	650	uc002wmu.1	506180	ENSG00000125845	BMP2	bone morphogenetic protein 2
chr20	7266569	7266968	400	*	chr20.600	59.263004	Distal Intergenic	20	6748745	6760910	12166	1	650	uc002wmu.1	517824	ENSG00000125845	BMP2	bone morphogenetic protein 2
chr20	7270885	7271141	257	*	chr20.601	14.927786	Distal Intergenic	20	6748745	6760910	12166	1	650	uc002wmu.1	522140	ENSG00000125845	BMP2	bone morphogenetic protein 2
chr20	7271568	7271891	324	*	chr20.602	26.773928	Distal Intergenic	20	6748745	6760910	12166	1	650	uc002wmu.1	522823	ENSG00000125845	BMP2	bone morphogenetic protein 2
chr20	7292804	7293060	257	*	chr20.603	14.802177	Distal Intergenic	20	6748745	6760910	12166	1	650	uc002wmu.1	544059	ENSG00000125845	BMP2	bone morphogenetic protein 2
chr20	7296095	7296895	801	*	chr20.604	22.969177	Distal Intergenic	20	6748745	6760910	12166	1	650	uc002wmu.1	547350	ENSG00000125845	BMP2	bone morphogenetic protein 2
chr20	7329592	7329864	273	*	chr20.605	11.9094095	Intron (uc002wmv.3/uc002wmv.3, intron 1 of 2)	20	6748745	6760910	12166	1	650	uc002wmu.1	580847	ENSG00000125845	BMP2	bone morphogenetic protein 2
chr20	7336229	7336304	76	*	chr20.606	11.223374	Intron (uc002wmv.3/uc002wmv.3, intron 1 of 2)	20	7863631	7921093	57463	2	54363	uc002wmw.1	584789	ENSG00000101323	HAO1	hydroxyacid oxidase 1
chr20	7336437	7336512	76	*	chr20.607	11.223374	Intron (uc002wmv.3/uc002wmv.3, intron 1 of 2)	20	7863631	7921093	57463	2	54363	uc002wmw.1	584581	ENSG00000101323	HAO1	hydroxyacid oxidase 1
chr20	7340601	7340631	31	*	chr20.608	10.865519	Intron (uc002wmv.3/uc002wmv.3, intron 1 of 2)	20	7863631	7921093	57463	2	54363	uc002wmw.1	580462	ENSG00000101323	HAO1	hydroxyacid oxidase 1
chr20	7340865	7340895	31	*	chr20.609	10.865519	Intron (uc002wmv.3/uc002wmv.3, intron 1 of 2)	20	7863631	7921093	57463	2	54363	uc002wmw.1	580198	ENSG00000101323	HAO1	hydroxyacid oxidase 1
chr20	7366641	7366873	233	*	chr20.610	21.233376	Distal Intergenic	20	7863631	7921093	57463	2	54363	uc002wmw.1	554220	ENSG00000101323	HAO1	hydroxyacid oxidase 1
chr20	7368390	7368409	20	*	chr20.611	10.807423	Distal Intergenic	20	7863631	7921093	57463	2	54363	uc002wmw.1	552684	ENSG00000101323	HAO1	hydroxyacid oxidase 1
chr20	7368666	7368685	20	*	chr20.612	10.807423	Distal Intergenic	20	7863631	7921093	57463	2	54363	uc002wmw.1	552408	ENSG00000101323	HAO1	hydroxyacid oxidase 1
chr20	7372015	7372256	242	*	chr20.613	18.311018	Distal Intergenic	20	7863631	7921093	57463	2	54363	uc002wmw.1	548837	ENSG00000101323	HAO1	hydroxyacid oxidase 1
chr20	7380482	7380734	253	*	chr20.614	15.548657	Distal Intergenic	20	7863631	7921093	57463	2	54363	uc002wmw.1	540359	ENSG00000101323	HAO1	hydroxyacid oxidase 1
chr20	7439837	7440138	302	*	chr20.615	30.472557	Distal Intergenic	20	7863631	7921093	57463	2	54363	uc002wmw.1	480955	ENSG00000101323	HAO1	hydroxyacid oxidase 1
chr20	7443191	7443215	25	*	chr20.616	10.8314705	Distal Intergenic	20	7863631	7921093	57463	2	54363	uc002wmw.1	477878	ENSG00000101323	HAO1	hydroxyacid oxidase 1
chr20	7443462	7443486	25	*	chr20.617	10.8314705	Distal Intergenic	20	7863631	7921093	57463	2	54363	uc002wmw.1	477607	ENSG00000101323	HAO1	hydroxyacid oxidase 1
chr20	7444521	7444535	15	*	chr20.618	10.786029	Distal Intergenic	20	7863631	7921093	57463	2	54363	uc002wmw.1	476558	ENSG00000101323	HAO1	hydroxyacid oxidase 1
chr20	7444802	7444816	15	*	chr20.619	10.786029	Distal Intergenic	20	7863631	7921093	57463	2	54363	uc002wmw.1	476277	ENSG00000101323	HAO1	hydroxyacid oxidase 1
chr20	7460693	7460717	25	*	chr20.620	10.8252	Distal Intergenic	20	7863631	7921093	57463	2	54363	uc002wmw.1	460376	ENSG00000101323	HAO1	hydroxyacid oxidase 1
chr20	7460965	7460989	25	*	chr20.621	10.8252	Distal Intergenic	20	7863631	7921093	57463	2	54363	uc002wmw.1	460104	ENSG00000101323	HAO1	hydroxyacid oxidase 1
chr20	7481018	7481395	378	*	chr20.622	20.477766	Distal Intergenic	20	7863631	7921093	57463	2	54363	uc002wmw.1	439698	ENSG00000101323	HAO1	hydroxyacid oxidase 1
chr20	7484228	7484481	254	*	chr20.623	15.42562	Distal Intergenic	20	7863631	7921093	57463	2	54363	uc002wmw.1	436612	ENSG00000101323	HAO1	hydroxyacid oxidase 1
chr20	7485478	7486538	1061	*	chr20.624	41.53536	Distal Intergenic	20	7863631	7921093	57463	2	54363	uc002wmw.1	434555	ENSG00000101323	HAO1	hydroxyacid oxidase 1
chr20	7487607	7487955	349	*	chr20.625	23.688663	Distal Intergenic	20	7863631	7921093	57463	2	54363	uc002wmw.1	433138	ENSG00000101323	HAO1	hydroxyacid oxidase 1
chr20	7489191	7489449	259	*	chr20.626	14.295921	Distal Intergenic	20	7863631	7921093	57463	2	54363	uc002wmw.1	431644	ENSG00000101323	HAO1	hydroxyacid oxidase 1
chr20	7494636	7494667	32	*	chr20.627	10.873158	Distal Intergenic	20	7863631	7921093	57463	2	54363	uc002wmw.1	426426	ENSG00000101323	HAO1	hydroxyacid oxidase 1
chr20	7494872	7495149	278	*	chr20.628	13.346065	Distal Intergenic	20	7863631	7921093	57463	2	54363	uc002wmw.1	425944	ENSG00000101323	HAO1	hydroxyacid oxidase 1
chr20	7496057	7496296	240	*	chr20.629	19.325039	Distal Intergenic	20	7863631	7921093	57463	2	54363	uc002wmw.1	424797	ENSG00000101323	HAO1	hydroxyacid oxidase 1
chr20	7501097	7501347	251	*	chr20.630	16.035013	Distal Intergenic	20	7863631	7921093	57463	2	54363	uc002wmw.1	419746	ENSG00000101323	HAO1	hydroxyacid oxidase 1
chr20	7518557	7518789	233	*	chr20.631	21.238686	Distal Intergenic	20	7863631	7921093	57463	2	54363	uc002wmw.1	402304	ENSG00000101323	HAO1	hydroxyacid oxidase 1
chr20	7578179	7578232	54	*	chr20.632	11.035882	Distal Intergenic	20	7863631	7921093	57463	2	54363	uc002wmw.1	342861	ENSG00000101323	HAO1	hydroxyacid oxidase 1
chr20	7578409	7578513	105	*	chr20.633	11.375926	Distal Intergenic	20	7863631	7921093	57463	2	54363	uc002wmw.1	342580	ENSG00000101323	HAO1	hydroxyacid oxidase 1
chr20	7578557	7578909	353	*	chr20.634	30.879263	Distal Intergenic	20	7863631	7921093	57463	2	54363	uc002wmw.1	342184	ENSG00000101323	HAO1	hydroxyacid oxidase 1
chr20	7588838	7589093	256	*	chr20.635	15.115305	Distal Intergenic	20	7863631	7921093	57463	2	54363	uc002wmw.1	332000	ENSG00000101323	HAO1	hydroxyacid oxidase 1
chr20	7613767	7613999	233	*	chr20.636	21.238686	Distal Intergenic	20	7863631	7921093	57463	2	54363	uc002wmw.1	307094	ENSG00000101323	HAO1	hydroxyacid oxidase 1
chr20	7650247	7650519	273	*	chr20.637	11.9094095	Distal Intergenic	20	7863631	7921093	57463	2	54363	uc002wmw.1	270574	ENSG00000101323	HAO1	hydroxyacid oxidase 1
chr20	7663129	7663364	236	*	chr20.638	20.083553	Distal Intergenic	20	7863631	7921093	57463	2	54363	uc002wmw.1	257729	ENSG00000101323	HAO1	hydroxyacid oxidase 1
chr20	7669072	7669405	334	*	chr20.639	41.956997	Distal Intergenic	20	7863631	7921093	57463	2	54363	uc002wmw.1	251688	ENSG00000101323	HAO1	hydroxyacid oxidase 1
chr20	7675737	7675969	233	*	chr20.640	21.238733	Distal Intergenic	20	7863631	7921093	57463	2	54363	uc002wmw.1	245124	ENSG00000101323	HAO1	hydroxyacid oxidase 1
chr20	7676321	7676590	270	*	chr20.641	12.188927	Distal Intergenic	20	7863631	7921093	57463	2	54363	uc002wmw.1	244503	ENSG00000101323	HAO1	hydroxyacid oxidase 1
chr20	7682976	7683215	240	*	chr20.642	19.153814	Distal Intergenic	20	7863631	7921093	57463	2	54363	uc002wmw.1	237878	ENSG00000101323	HAO1	hydroxyacid oxidase 1
chr20	7697085	7697129	45	*	chr20.643	10.939961	Distal Intergenic	20	7863631	7921093	57463	2	54363	uc002wmw.1	223964	ENSG00000101323	HAO1	hydroxyacid oxidase 1
chr20	7697221	7697551	331	*	chr20.644	31.884274	Distal Intergenic	20	7863631	7921093	57463	2	54363	uc002wmw.1	223542	ENSG00000101323	HAO1	hydroxyacid oxidase 1
chr20	7706463	7706564	102	*	chr20.645	11.398289	Distal Intergenic	20	7863631	7921093	57463	2	54363	uc002wmw.1	214529	ENSG00000101323	HAO1	hydroxyacid oxidase 1
chr20	7706642	7706743	102	*	chr20.646	11.398289	Distal Intergenic	20	7863631	7921093	57463	2	54363	uc002wmw.1	214350	ENSG00000101323	HAO1	hydroxyacid oxidase 1
chr20	7721959	7722199	241	*	chr20.647	18.65239	Distal Intergenic	20	7863631	7921093	57463	2	54363	uc002wmw.1	198894	ENSG00000101323	HAO1	hydroxyacid oxidase 1
chr20	7745829	7746233	405	*	chr20.648	71.208534	Distal Intergenic	20	7863631	7921093	57463	2	54363	uc002wmw.1	174860	ENSG00000101323	HAO1	hydroxyacid oxidase 1
chr20	7750698	7750931	234	*	chr20.649	21.23625	Distal Intergenic	20	7863631	7921093	57463	2	54363	uc002wmw.1	170162	ENSG00000101323	HAO1	hydroxyacid oxidase 1
chr20	7751156	7751804	649	*	chr20.650	114.09488	Distal Intergenic	20	7863631	7921093	57463	2	54363	uc002wmw.1	169289	ENSG00000101323	HAO1	hydroxyacid oxidase 1
chr20	7758874	7759138	265	*	chr20.651	13.142145	Distal Intergenic	20	7863631	7921093	57463	2	54363	uc002wmw.1	161955	ENSG00000101323	HAO1	hydroxyacid oxidase 1
chr20	7783261	7783493	233	*	chr20.652	21.24187	Distal Intergenic	20	7863631	7921093	57463	2	54363	uc002wmw.1	137600	ENSG00000101323	HAO1	hydroxyacid oxidase 1
chr20	7798614	7798876	263	*	chr20.653	13.528172	Distal Intergenic	20	7863631	7921093	57463	2	54363	uc002wmw.1	122217	ENSG00000101323	HAO1	hydroxyacid oxidase 1
chr20	7822836	7822870	35	*	chr20.654	10.88826	Distal Intergenic	20	7863631	7921093	57463	2	54363	uc002wmw.1	98223	ENSG00000101323	HAO1	hydroxyacid oxidase 1
chr20	7823093	7823137	45	*	chr20.655	10.964862	Distal Intergenic	20	7863631	7921093	57463	2	54363	uc002wmw.1	97956	ENSG00000101323	HAO1	hydroxyacid oxidase 1
chr20	7837513	7837745	233	*	chr20.656	21.216396	Distal Intergenic	20	7863631	7921093	57463	2	54363	uc002wmw.1	83348	ENSG00000101323	HAO1	hydroxyacid oxidase 1
chr20	7839994	7840408	415	*	chr20.657	68.96851	Distal Intergenic	20	7863631	7921093	57463	2	54363	uc002wmw.1	80685	ENSG00000101323	HAO1	hydroxyacid oxidase 1
chr20	7845586	7845822	237	*	chr20.658	19.910044	Distal Intergenic	20	7863631	7921093	57463	2	54363	uc002wmw.1	75271	ENSG00000101323	HAO1	hydroxyacid oxidase 1
chr20	7888172	7888407	236	*	chr20.659	20.214506	Intron (uc002wmw.1/54363, intron 3 of 7)	20	7863631	7921093	57463	2	54363	uc002wmw.1	32686	ENSG00000101323	HAO1	hydroxyacid oxidase 1
chr20	7891530	7891798	269	*	chr20.660	12.530491	Intron (uc002wmw.1/54363, intron 3 of 7)	20	7863631	7921093	57463	2	54363	uc002wmw.1	29295	ENSG00000101323	HAO1	hydroxyacid oxidase 1
chr20	7901628	7901868	241	*	chr20.661	18.65239	Intron (uc002wmw.1/54363, intron 2 of 7)	20	7863631	7921093	57463	2	54363	uc002wmw.1	19225	ENSG00000101323	HAO1	hydroxyacid oxidase 1
chr20	7911085	7911636	552	*	chr20.662	21.518673	Intron (uc002wmw.1/54363, intron 2 of 7)	20	7863631	7921093	57463	2	54363	uc002wmw.1	9457	ENSG00000101323	HAO1	hydroxyacid oxidase 1
chr20	7915816	7916175	360	*	chr20.663	52.520885	Intron (uc002wmw.1/54363, intron 1 of 7)	20	7863631	7921093	57463	2	54363	uc002wmw.1	4918	ENSG00000101323	HAO1	hydroxyacid oxidase 1
chr20	7917037	7917493	457	*	chr20.664	39.867085	Intron (uc002wmw.1/54363, intron 1 of 7)	20	7863631	7921093	57463	2	54363	uc002wmw.1	3600	ENSG00000101323	HAO1	hydroxyacid oxidase 1
chr20	7961134	7961153	20	*	chr20.665	10.804906	Downstream (<1kb)	20	7961716	8000393	38678	2	56255	uc002wmx.1	39240	ENSG00000125827	TMX4	thioredoxin related transmembrane protein 4
chr20	7961281	7961638	358	*	chr20.666	42.266273	Downstream (<1kb)	20	7961716	8000393	38678	2	56255	uc002wmx.1	38755	ENSG00000125827	TMX4	thioredoxin related transmembrane protein 4
chr20	7999088	8000781	1694	*	chr20.667	227.79059	Promoter	20	7961716	8000393	38678	2	56255	uc002wmx.1	0	ENSG00000125827	TMX4	thioredoxin related transmembrane protein 4
chr20	8000897	8001422	526	*	chr20.668	64.91386	Promoter	20	7961716	8000393	38678	2	56255	uc002wmx.1	-504	ENSG00000125827	TMX4	thioredoxin related transmembrane protein 4
chr20	8004155	8004483	329	*	chr20.669	26.015999	Intron (uc002wmy.1/uc002wmy.1, intron 6 of 6)	20	7961716	8000393	38678	2	56255	uc002wmx.1	-3762	ENSG00000125827	TMX4	thioredoxin related transmembrane protein 4
chr20	8008083	8008349	267	*	chr20.670	12.88449	Exon (uc002wmy.1/uc002wmy.1, exon 7 of 7)	20	7961716	8000393	38678	2	56255	uc002wmx.1	-7690	ENSG00000125827	TMX4	thioredoxin related transmembrane protein 4
chr20	8024312	8024691	380	*	chr20.671	48.476467	Distal Intergenic	20	7961716	8000393	38678	2	56255	uc002wmx.1	-23919	ENSG00000125827	TMX4	thioredoxin related transmembrane protein 4
chr20	8042891	8043160	270	*	chr20.672	13.98511	Distal Intergenic	20	7961716	8000393	38678	2	56255	uc002wmx.1	-42498	ENSG00000125827	TMX4	thioredoxin related transmembrane protein 4
chr20	8043386	8043404	19	*	chr20.673	10.802077	Distal Intergenic	20	7961716	8000393	38678	2	56255	uc002wmx.1	-42993	ENSG00000125827	TMX4	thioredoxin related transmembrane protein 4
chr20	8057523	8057759	237	*	chr20.674	20.117182	Distal Intergenic	20	8095100	8769172	674073	1	23236	uc010zrb.1	-37341	ENSG00000182621	PLCB1	phospholipase C beta 1
chr20	8062690	8063058	369	*	chr20.675	50.53709	Distal Intergenic	20	8095100	8769172	674073	1	23236	uc010zrb.1	-32042	ENSG00000182621	PLCB1	phospholipase C beta 1
chr20	8084761	8085011	251	*	chr20.676	16.035007	Distal Intergenic	20	8095100	8769172	674073	1	23236	uc010zrb.1	-10089	ENSG00000182621	PLCB1	phospholipase C beta 1
chr20	8097178	8097414	237	*	chr20.677	19.837503	Intron (uc010zrb.1/23236, intron 1 of 27)	20	8095100	8769172	674073	1	23236	uc010zrb.1	2078	ENSG00000182621	PLCB1	phospholipase C beta 1
chr20	8098340	8098582	243	*	chr20.678	18.057737	Intron (uc010zrb.1/23236, intron 1 of 27)	20	8095100	8769172	674073	1	23236	uc010zrb.1	3240	ENSG00000182621	PLCB1	phospholipase C beta 1
chr20	8108312	8108315	4	*	chr20.679	10.7610655	Intron (uc010zrb.1/23236, intron 1 of 27)	20	8112912	8630636	517725	1	23236	uc010gbv.2	-4597	ENSG00000182621	PLCB1	phospholipase C beta 1
chr20	8108552	8109003	452	*	chr20.680	42.972733	Intron (uc010zrb.1/23236, intron 1 of 27)	20	8112912	8630636	517725	1	23236	uc010gbv.2	-3909	ENSG00000182621	PLCB1	phospholipase C beta 1
chr20	8112436	8113354	919	*	chr20.681	126.282875	Promoter	20	8112912	8630636	517725	1	23236	uc010gbv.2	0	ENSG00000182621	PLCB1	phospholipase C beta 1
chr20	8116684	8116732	49	*	chr20.682	10.99042	Intron (uc010zrb.1/23236, intron 1 of 27)	20	8112912	8865547	752636	1	23236	uc002wnb.4	3772	ENSG00000182621	PLCB1	phospholipase C beta 1
chr20	8116926	8116974	49	*	chr20.683	10.990418	Intron (uc010zrb.1/23236, intron 1 of 27)	20	8112912	8865547	752636	1	23236	uc002wnb.4	4014	ENSG00000182621	PLCB1	phospholipase C beta 1
chr20	8122507	8122740	234	*	chr20.684	20.919874	Intron (uc010zrb.1/23236, intron 1 of 27)	20	8112912	8865547	752636	1	23236	uc002wnb.4	9595	ENSG00000182621	PLCB1	phospholipase C beta 1
chr20	8137009	8137626	618	*	chr20.685	70.16454	Intron (uc010zrb.1/23236, intron 2 of 27)	20	8112912	8865547	752636	1	23236	uc002wnb.4	24097	ENSG00000182621	PLCB1	phospholipase C beta 1
chr20	8150062	8150319	258	*	chr20.686	14.359462	Intron (uc010zrb.1/23236, intron 2 of 27)	20	8112912	8865547	752636	1	23236	uc002wnb.4	37150	ENSG00000182621	PLCB1	phospholipase C beta 1
chr20	8156452	8156687	236	*	chr20.687	20.614609	Intron (uc010zrb.1/23236, intron 2 of 27)	20	8112912	8865547	752636	1	23236	uc002wnb.4	43540	ENSG00000182621	PLCB1	phospholipase C beta 1
chr20	8168673	8168906	234	*	chr20.688	20.842617	Intron (uc010zrb.1/23236, intron 2 of 27)	20	8112912	8865547	752636	1	23236	uc002wnb.4	55761	ENSG00000182621	PLCB1	phospholipase C beta 1
chr20	8189604	8190155	552	*	chr20.689	39.42295	Intron (uc010zrb.1/23236, intron 2 of 27)	20	8112912	8865547	752636	1	23236	uc002wnb.4	76692	ENSG00000182621	PLCB1	phospholipase C beta 1
chr20	8190224	8190480	257	*	chr20.690	20.802895	Intron (uc010zrb.1/23236, intron 2 of 27)	20	8112912	8865547	752636	1	23236	uc002wnb.4	77312	ENSG00000182621	PLCB1	phospholipase C beta 1
chr20	8192919	8193428	510	*	chr20.691	40.82058	Intron (uc010zrb.1/23236, intron 2 of 27)	20	8112912	8865547	752636	1	23236	uc002wnb.4	80007	ENSG00000182621	PLCB1	phospholipase C beta 1
chr20	8194572	8195062	491	*	chr20.692	78.26782	Intron (uc010zrb.1/23236, intron 2 of 27)	20	8112912	8865547	752636	1	23236	uc002wnb.4	81660	ENSG00000182621	PLCB1	phospholipase C beta 1
chr20	8197138	8197383	246	*	chr20.693	20.005962	Intron (uc010zrb.1/23236, intron 2 of 27)	20	8112912	8865547	752636	1	23236	uc002wnb.4	84226	ENSG00000182621	PLCB1	phospholipase C beta 1
chr20	8197535	8197786	252	*	chr20.694	17.754288	Intron (uc010zrb.1/23236, intron 2 of 27)	20	8112912	8865547	752636	1	23236	uc002wnb.4	84623	ENSG00000182621	PLCB1	phospholipase C beta 1
chr20	8201766	8202009	244	*	chr20.695	20.593782	Intron (uc010zrb.1/23236, intron 2 of 27)	20	8112912	8865547	752636	1	23236	uc002wnb.4	88854	ENSG00000182621	PLCB1	phospholipase C beta 1
chr20	8202616	8202666	51	*	chr20.696	10.987831	Intron (uc010zrb.1/23236, intron 2 of 27)	20	8112912	8865547	752636	1	23236	uc002wnb.4	89704	ENSG00000182621	PLCB1	phospholipase C beta 1
chr20	8202767	8203035	269	*	chr20.697	21.397575	Intron (uc010zrb.1/23236, intron 2 of 27)	20	8112912	8865547	752636	1	23236	uc002wnb.4	89855	ENSG00000182621	PLCB1	phospholipase C beta 1
